"Rooms","Type","Price","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
3,"h",1595000,2.1,2,2,136,183.06437845117,1946.89042977068,"Yarra City Council",-37.79726,144.98113,"Northern Metropolitan","5825"
3,"h",2625000,2.1,3,1,95,192,1944.77493216921,"Yarra City Council",-37.80105,144.97899,"Northern Metropolitan","5825"
4,"h",1780000,3.6,2,1,150,133,1890,"Moreland City Council",-37.78109,144.97939,"Northern Metropolitan","6244"
2,"h",2002000,3.6,1,1,263,215.232755065456,1945.61217582219,"Moreland City Council",-37.7896,144.9844,"Northern Metropolitan","6244"
4,"h",1850000,3.6,2,3,406,224,1910,"Moreland City Council",-37.78624,144.99343,"Northern Metropolitan","6244"
2,"h",992000,3.6,2,1,516.532371247878,153.95297259726,1962.06205549761,"Moreland City Council",-37.78247,144.98415,"Northern Metropolitan","6244"
3,"h",1125000,3.6,2,2,139,160.900710134152,1958.05679302654,"Moreland City Council",-37.78189,144.98434,"Northern Metropolitan","6244"
2,"h",900000,5.1,1,1.74434286893561,197,102,1910,"Maribyrnong City Council",-37.79653,144.8987,"Western Metropolitan","7570"
2,"h",705000,15.4,1,1,247,247,1979.2595506572,"Whitehorse City Council",-37.83939,145.16743,"Eastern Metropolitan","4385"
3,"h",880000,15.4,1,2,666,147.238962087779,1967.86072793746,"Whitehorse City Council",-37.85133,145.16943,"Eastern Metropolitan","4385"
3,"h",654000,38,1,1,653,127.695305419522,1982.12057745174,"Frankston City Council",-38.14354,145.13891,"South-Eastern Metropolitan","17055"
3,"h",980000,38,2,2,1004,153.277221240253,1962.59696872971,"Frankston City Council",-38.15838,145.1122,"South-Eastern Metropolitan","7566"
4,"h",940000,45.9,3,2,1011,231,2017,"Macedon Ranges Shire Council",-37.49024,144.58636,"Northern Victoria","3376"
4,"h",615000,12.9,2,4,557,122.514370287259,1983.83420106466,"Hume City Council",-37.68187,144.88882,"Western Metropolitan","3285"
3,"t",2225000,7.3,2,2,474,234.422473039212,1942.63439147455,"Boroondara City Council",-37.85629,145.0663,"Southern Metropolitan","10412"
4,"h",3845000,7.3,3,2,868,309.963225645345,1954.24940530607,"Boroondara City Council",-37.86185,145.04527,"Southern Metropolitan","10412"
3,"h",1640000,7.3,2,2,400,186.025624444629,1946.26470157946,"Boroondara City Council",-37.8557,145.06655,"Southern Metropolitan","10412"
4,"h",1260000,16.7,1,1,729,166.736789334966,1954.74885618052,"Monash City Council",-37.89009,145.15757,"Eastern Metropolitan","15321"
2,"h",725000,11.2,1,3,690,135.524267026013,1977.98879239895,"Moreland City Council",-37.69738,144.92402,"Northern Metropolitan","8870"
4,"h",772000,11.2,1,4,590,135,1955,"Moreland City Council",-37.70716,144.93744,"Northern Metropolitan","8870"
4,"h",950000,16.1,2,2,777,151.548301301793,1964.04513518711,"Banyule City Council",-37.68676,145.10485,"Northern Metropolitan","8524"
3,"h",810000,16.1,1,2,720,114,1990,"Banyule City Council",-37.71139,145.09994,"Northern Metropolitan","8524"
4,"h",890000,16.1,2,2,665,160,1960,"Banyule City Council",-37.71364,145.10738,"Northern Metropolitan","8524"
6,"h",968000,16.1,4,2,705,333,1980,"Banyule City Council",-37.6945,145.12666,"Northern Metropolitan","8524"
3,"h",755000,16.1,2,2,674,138.252614763517,1970,"Banyule City Council",-37.71831,145.09551,"Northern Metropolitan","8524"
3,"h",805000,16.1,1,2,565,142.17537236803,1972.61844921084,"Banyule City Council",-37.70173,145.09465,"Northern Metropolitan","8524"
3,"t",516000,20.4,2,2,200,106.557475156392,1985.77775015697,"Hume City Council",-37.62514,144.88173,"Northern Metropolitan","4864"
4,"h",818000,20.4,3,2,908,143.104405833591,1971.75890500585,"Hume City Council",-37.6607,144.9035,"Northern Metropolitan","4864"
4,"h",640000,20.4,2,2,448,158,2016,"Hume City Council",-37.6102,144.88673,"Northern Metropolitan","4864"
4,"h",720000,20.4,2,2,401,135.037346594184,1978.31299898793,"Hume City Council",-37.61666,144.88842,"Northern Metropolitan","4864"
4,"h",787000,11.2,2,1,583,114,1950,"Moreland City Council",-37.70947,144.94664,"Northern Metropolitan","2606"
3,"h",1060000,11.2,1,0,737,157.640650004777,1959.64038250737,"Moreland City Council",-37.70783,144.94593,"Northern Metropolitan","2606"
4,"h",1825000,13.8,2,2,816,200.202662173742,1945.06278917334,"Bayside City Council",-37.9425,145.01472,"Southern Metropolitan","5454"
4,"h",2450000,13.8,2,1,784,253.94336054271,1942.29816934863,"Bayside City Council",-37.9352,145.00071,"Southern Metropolitan","5454"
2,"t",700000,13.8,1,2,277,132.994464272499,1979.56601589103,"Bayside City Council",-37.93428,145.02357,"Southern Metropolitan","5454"
3,"h",1500000,5.3,1,0,234,177.466395198926,1948.74118532971,"Boroondara City Council",-37.82061,145.04254,"Southern Metropolitan","11308"
5,"h",5700000,5.3,2,5,1671,373.941182492364,1934.78041227313,"Boroondara City Council",-37.8268,145.03041,"Southern Metropolitan","11308"
4,"h",2350000,5.3,2,3,723,240,1890,"Boroondara City Council",-37.81529,145.02777,"Southern Metropolitan","11308"
2,"h",1570000,6.2,1,1,360,181.510396108408,1947.32982994993,"Boroondara City Council",-37.83453,145.04508,"Southern Metropolitan","6482"
3,"h",790000,18.7,1,2,551,141.063942795597,1973.61687800171,"Kingston City Council",-37.95313,145.08308,"South-Eastern Metropolitan","1048"
4,"h",1540000,21.3,2,3,866,199,2012,"Maroondah City Council",-37.83628,145.24784,"Eastern Metropolitan","3794"
2,"h",910000,21.3,1,1.74259592524523,758,90,1960,"Maroondah City Council",-37.82661,145.24449,"Eastern Metropolitan","3794"
3,"h",1160000,21.3,2,2,768,184,1985,"Maroondah City Council",-37.83057,145.25398,"Eastern Metropolitan","3794"
4,"t",1550000,16,2,3,339,180.310739837905,1947.71325371763,"Bayside City Council",-37.95075,145.02513,"Southern Metropolitan","4794"
4,"t",1480000,16,2,4,324,176.388059556298,1949.15809771706,"Bayside City Council",-37.94784,145.03048,"Southern Metropolitan","4794"
5,"h",740000,18,3,2,720,296,1998,"Brimbank City Council",-37.68369,144.74022,"Western Metropolitan","5556"
3,"h",620000,18.4,2,2,571,158,2002,"Wyndham City Council",-37.85402,144.67333,"Western Metropolitan","13830"
4,"h",570000,18.4,2,1,612,115.731885541366,1985.18278569083,"Wyndham City Council",-37.87616,144.69071,"Western Metropolitan","13830"
3,"h",691000,18.4,1,6,709,150,1986,"Wyndham City Council",-37.88137,144.69321,"Western Metropolitan","13830"
3,"h",538000,18.4,2,2,577,110.415270393668,1985.66818565071,"Wyndham City Council",-37.8664,144.71177,"Western Metropolitan","13830"
5,"h",645000,18.4,2,2,700,126.55679083982,1982.55454882779,"Wyndham City Council",-37.8547,144.70532,"Western Metropolitan","13830"
3,"h",630000,18.4,2,6,548,147,1990,"Wyndham City Council",-37.8787,144.68653,"Western Metropolitan","13830"
3,"h",531000,18.4,1,0,537,130,1985,"Wyndham City Council",-37.88248,144.69335,"Western Metropolitan","13830"
4,"h",600500,18.4,2,2,545,182,2000,"Wyndham City Council",-37.86782,144.6696,"Western Metropolitan","13830"
4,"h",1950000,7.8,2,0,650,217,1925,"Banyule City Council",-37.76432,145.04201,"Eastern Metropolitan","5549"
4,"h",2579500,7.8,3,3,640,316,2000,"Banyule City Council",-37.77661,145.04659,"Eastern Metropolitan","5549"
2,"h",1490000,7.8,1,1,563,176.922814278275,1939,"Banyule City Council",-37.77663,145.05673,"Eastern Metropolitan","1554"
4,"h",1930000,7.8,2,2,605,216,1950,"Banyule City Council",-37.77454,145.05212,"Eastern Metropolitan","1554"
4,"h",600000,14,2,4,905,85,1990,"Hume City Council",-37.68209,144.9067,"Northern Metropolitan","851"
4,"h",800000,14,2,2,526,186,1990,"Brimbank City Council",-37.73152,144.82612,"Western Metropolitan","1202"
6,"h",889000,14.5,3,2,538,147.812566126144,1967.33739488275,"Brimbank City Council",-37.72104,144.8237,"Western Metropolitan","2339"
3,"h",1011000,11.7,1,2,536,129,1970,"Brimbank City Council",-37.74804,144.86747,"Western Metropolitan","5629"
4,"h",1070000,11.7,2,3,648,272,1980,"Brimbank City Council",-37.73247,144.87241,"Western Metropolitan","5629"
3,"h",780000,11.7,1,2,561,140.295209646274,1974.28624854308,"Brimbank City Council",-37.74618,144.86078,"Western Metropolitan","5629"
3,"h",1390000,3.4,2,0,146,138,1891,"Melbourne City Council",-37.79611,144.93305,"Northern Metropolitan","5263"
4,"h",2280000,5.4,2,1,715,221,1899,"Boroondara City Council",-37.80877,145.04594,"Southern Metropolitan","10331"
4,"h",2325000,5.4,2,2,439,243.250914008741,1941.38890360392,"Boroondara City Council",-37.80107,145.04345,"Southern Metropolitan","10331"
4,"h",2695000,5.4,3,2,369,235,2010,"Boroondara City Council",-37.81083,145.04567,"Southern Metropolitan","10331"
4,"h",2120000,7.3,2,3,696,225.297631355106,1944.67137552558,"Boroondara City Council",-37.79666,145.04834,"Southern Metropolitan","2671"
3,"h",725000,12.1,1,1,550,135.524267026013,1977.98879239895,"Darebin City Council",-37.71795,145.03203,"Northern Metropolitan","1414"
2,"h",930000,6.4,1,0,279,150.357685836119,1965.08141383885,"Maribyrnong City Council",-37.81086,144.87977,"Western Metropolitan","1808"
4,"h",565000,31.7,2,2,897,210,2004,"Melton City Council",-37.66008,144.59833,"Northern Victoria","3553"
5,"h",690000,41,3,3,660,265,1991,"Frankston City Council",-38.15689,145.18111,"Eastern Victoria","8743"
3,"h",540000,15.5,1,3,614,110.758283328034,1985.6491834515,"Hobsons Bay City Council",-37.86419,144.76774,"Western Metropolitan","2004"
3,"h",450000,15.5,1,2,548,94.234373612291,1984.92937297771,"Hobsons Bay City Council",-37.84859,144.7796,"Western Metropolitan","2004"
3,"h",857500,14.6,2,1,417,144,1973,"Banyule City Council",-37.72775,145.12034,"Eastern Metropolitan","1624"
1,"t",530000,14.6,1,1,380,92,1970,"Banyule City Council",-37.72773,145.12022,"Eastern Metropolitan","1624"
3,"h",818888,6.4,1,1,332,143.166843501875,1971.70047950513,"Maribyrnong City Council",-37.78784,144.87843,"Western Metropolitan","3873"
4,"h",3800000,5.9,2,2,786,276,1915,"Stonnington City Council",-37.86202,145.03635,"Southern Metropolitan","4675"
4,"t",1400000,8.4,3,2,328,213,2015,"Stonnington City Council",-37.87426,145.0891,"Southern Metropolitan","8801"
5,"h",2260000,8.4,2,3,650,199,1925,"Stonnington City Council",-37.88144,145.06105,"Southern Metropolitan","8801"
4,"h",1575000,8.4,3,2,316,181.816219061908,1947.23776384463,"Stonnington City Council",-37.88149,145.07765,"Southern Metropolitan","8801"
2,"h",1455000,8.4,1,1,293,112,1890,"Stonnington City Council",-37.86455,145.04132,"Southern Metropolitan","8801"
4,"h",3680000,8.4,3,4,778,331,1889,"Stonnington City Council",-37.88049,145.0509,"Southern Metropolitan","8801"
4,"h",2325000,8.4,2,3,659,255,1920,"Stonnington City Council",-37.88247,145.06167,"Southern Metropolitan","8801"
6,"h",4700000,8.4,4,3,833,339.207967227054,1939.99559616111,"Stonnington City Council",-37.87351,145.0454,"Southern Metropolitan","8801"
2,"t",700000,8.4,1,1,71,141,2008,"Stonnington City Council",-37.87405,145.05067,"Southern Metropolitan","8801"
4,"h",2100000,8.4,3,3,569,306,2008,"Stonnington City Council",-37.87709,145.056,"Southern Metropolitan","8801"
3,"h",1700000,8.4,1,1,837,190.301531183721,1945.70109880683,"Stonnington City Council",-37.88641,145.08775,"Southern Metropolitan","8801"
4,"h",1275000,4.3,3,4,180,167.330759884811,1954.28350851481,"Maribyrnong City Council",-37.77068,144.89197,"Western Metropolitan","4918"
3,"h",490000,17.4,1,1.37763144215031,639,101.818999597038,1985.66221476065,"Hume City Council",-37.65761,144.91743,"Northern Metropolitan","4704"
4,"h",1270000,20,1,4,540,114,1970,"Kingston City Council",-37.97644,145.05597,"South-Eastern Metropolitan","6162"
3,"h",606000,25.9,2,2,376,178,2010,"Whittlesea City Council",-37.59781,145.08542,"Northern Metropolitan","5812"
3,"h",540000,25.9,2,1,336,110.758283328034,1985.6491834515,"Whittlesea City Council",-37.59245,145.08937,"Northern Metropolitan","5812"
3,"h",641000,25.9,2,2,448,126.039849084207,1982.74025619866,"Whittlesea City Council",-37.59101,145.08283,"Northern Metropolitan","5812"
4,"h",3150000,3,2,4,183,188,1890,"Port Phillip City Council",-37.85154,144.96518,"Southern Metropolitan","2019"
3,"h",530500,17.9,1,2,269,112,2000,"Whittlesea City Council",-37.6543,145.07201,"Northern Metropolitan","10529"
4,"h",775000,17.9,2,2,750,139.901330534957,1974.62259256758,"Whittlesea City Council",-37.65268,145.04237,"Northern Metropolitan","10529"
3,"h",722000,17.9,2,2,606,129,1992,"Whittlesea City Council",-37.66387,145.03864,"Northern Metropolitan","10529"
3,"h",615000,17.9,1,1,529,120,1990,"Whittlesea City Council",-37.67642,145.05668,"Northern Metropolitan","10529"
4,"h",800000,17.9,2,4,579,141.809959847846,1986,"Whittlesea City Council",-37.67129,145.07321,"Northern Metropolitan","10529"
3,"h",2320000,10.2,3,0,1126,240,1880,"Boroondara City Council",-37.81631,145.10313,"Eastern Metropolitan","2079"
4,"h",2550000,10.2,3,2,747,261.33242197576,1943.94795373226,"Boroondara City Council",-37.81968,145.10956,"Eastern Metropolitan","2079"
3,"h",1210000,6.2,1,2,355,134,1950,"Moonee Valley City Council",-37.75879,144.91783,"Western Metropolitan","6232"
4,"h",2025000,6.2,2,2,791,281,1990,"Moonee Valley City Council",-37.7707,144.93175,"Western Metropolitan","6232"
3,"h",970000,6.2,1,1.72430784464839,170,94,1920,"Moonee Valley City Council",-37.77092,144.92532,"Western Metropolitan","6232"
3,"h",1250000,6.2,2,2,246,215,2012,"Moonee Valley City Council",-37.76393,144.90839,"Western Metropolitan","6232"
3,"h",620000,26.5,1,2,399,107,1980,"Yarra Ranges Shire Council",-37.77508,145.31013,"Eastern Victoria","8280"
5,"h",1300000,21.5,3,2,533,241,1985,"Kingston City Council",-37.98903,145.09622,"South-Eastern Metropolitan","3650"
3,"h",1050000,14.2,1,1.71767519827045,795,157.114193539447,1959.93584247921,"Monash City Council",-37.89179,145.11339,"Eastern Metropolitan","13366"
3,"h",1330000,14.2,1,1,728,169.476314145356,1951,"Monash City Council",-37.86393,145.1367,"Eastern Metropolitan","13366"
3,"h",1280000,18.8,2,4,962,167.52664311446,1954.1281428623,"Monash City Council",-37.92854,145.17049,"South-Eastern Metropolitan","7113"
3,"h",880000,18.8,2,2,652,130,1970,"Monash City Council",-37.92632,145.17978,"South-Eastern Metropolitan","7113"
3,"h",1405000,10.1,1,1,656,172.68350985104,1950.7654899701,"Glen Eira City Council",-37.90033,145.07355,"Southern Metropolitan","4442"
2,"h",1110000,6.2,1,1,301,160.174849606932,1920,"Hobsons Bay City Council",-37.84905,144.8912,"Western Metropolitan","5498"
4,"h",1465000,6.2,2,2,605,184,1980,"Hobsons Bay City Council",-37.83864,144.87794,"Western Metropolitan","5498"
4,"h",1500000,6.2,3,2,368,177.466395198926,1948.74118532971,"Hobsons Bay City Council",-37.84034,144.88751,"Western Metropolitan","5498"
4,"h",1420000,6.2,2,2,470,172,1950,"Hobsons Bay City Council",-37.84525,144.87405,"Western Metropolitan","5498"
2,"h",1275000,10.4,1,1,650,102,1950,"Moonee Valley City Council",-37.74035,144.88715,"Western Metropolitan","2291"
4,"h",2450000,5.3,2,1,374,253.94336054271,1942.29816934863,"Darebin City Council",-37.778,144.99535,"Northern Metropolitan","11364"
3,"h",1680000,5.3,2,1,276,135,1910,"Darebin City Council",-37.77984,144.99786,"Northern Metropolitan","11364"
2,"h",1235000,5.3,1,0,303,165.726650093389,1920,"Darebin City Council",-37.78398,145.01124,"Northern Metropolitan","11364"
3,"h",836000,15.4,2,2,423,140,1950,"Manningham City Council",-37.80966,145.18378,"Eastern Metropolitan","4973"
4,"h",1546000,12.3,2,2,541,190,1920,"Monash City Council",-37.90114,145.10357,"Southern Metropolitan","3224"
3,"h",1775000,12.3,1,1,1125,196.112714298108,1945.20447626883,"Monash City Council",-37.90039,145.11123,"Southern Metropolitan","2547"
4,"h",1325000,12.3,2,2,581,169.277886516618,1952.77904919752,"Monash City Council",-37.89755,145.10169,"Southern Metropolitan","2547"
3,"h",2560000,11.4,1,2,1009,261.967490405643,1944.08043892127,"Glen Eira City Council",-37.90077,145.04158,"Southern Metropolitan","3578"
4,"h",1900000,11.4,2,2,705,209,1940,"Glen Eira City Council",-37.90416,145.02792,"Southern Metropolitan","3578"
3,"h",1370000,21.5,2,2,660,171.127930737807,1950,"Kingston City Council",-37.99705,145.08763,"South-Eastern Metropolitan","5087"
3,"t",1180000,21.5,2,2,334,163.420652707373,1956.87490741304,"Kingston City Council",-37.99154,145.08598,"South-Eastern Metropolitan","5087"
4,"t",810000,8.5,2,1,158,120,2005,"Moreland City Council",-37.7302,144.92928,"Northern Metropolitan","7485"
3,"h",850000,8.5,1,2,627,145.28650692663,1969.68952178972,"Moreland City Council",-37.72813,144.93689,"Northern Metropolitan","7485"
3,"h",1180000,8.5,1,4,632,163.420652707373,1956.87490741304,"Moreland City Council",-37.72309,144.92728,"Northern Metropolitan","7485"
3,"h",1170000,8.5,2,2,605,163,1960,"Moreland City Council",-37.72521,144.93482,"Northern Metropolitan","7485"
4,"h",839000,14.7,2,3,710,144.550726968603,2004,"Wyndham City Council",-37.88767,144.72975,"Western Metropolitan","15542"
4,"h",715000,14.7,2,2,498,152,2010,"Wyndham City Council",-37.90997,144.73585,"Western Metropolitan","15542"
3,"h",656500,14.7,2,2,400,136,2011,"Wyndham City Council",-37.90601,144.73621,"Western Metropolitan","15542"
3,"h",1955000,3.5,2,2,337,211.200721636644,1945.39249152942,"Melbourne City Council",-37.83802,144.92442,"Southern Metropolitan","8648"
3,"h",1646000,4.6,1,1,281,145,1915,"Stonnington City Council",-37.85391,145.00733,"Southern Metropolitan","7717"
3,"h",2610000,4.6,2,0,279,207,1885,"Stonnington City Council",-37.85122,145.00514,"Southern Metropolitan","7717"
3,"h",1265000,8.4,2,1,447,447,1930,"Darebin City Council",-37.74752,145.00087,"Northern Metropolitan","14577"
3,"h",933000,8.4,2,2,334,150.538564007521,1964.92320203601,"Darebin City Council",-37.73337,144.98739,"Northern Metropolitan","14577"
3,"h",1060000,8.4,1,2,559,130,1945,"Darebin City Council",-37.73227,144.99533,"Northern Metropolitan","14577"
2,"h",650000,8.4,1,2,200,112,2016,"Darebin City Council",-37.7443,145.01791,"Northern Metropolitan","14577"
2,"h",1150000,8.4,1,1,479,162.075684188373,1957.52544522097,"Darebin City Council",-37.74716,144.98946,"Northern Metropolitan","14577"
3,"t",860000,8.4,2,2,192,120,2005,"Darebin City Council",-37.73771,144.9881,"Northern Metropolitan","14577"
3,"h",750000,8.4,1,4,515,137.820277821235,1976.31872157192,"Darebin City Council",-37.73048,144.98524,"Northern Metropolitan","14577"
3,"h",950000,8.4,1,1,517,151.548301301793,1964.04513518711,"Darebin City Council",-37.73416,145.00395,"Northern Metropolitan","14577"
3,"h",1015000,8.4,1,1,428,155.227099439011,1961.12675254567,"Darebin City Council",-37.7449,144.9916,"Northern Metropolitan","14577"
2,"h",850000,8.4,1,4,523,145.28650692663,1950,"Darebin City Council",-37.73677,145.02525,"Northern Metropolitan","14577"
3,"h",950000,8.4,1,2,455,151.548301301793,1920,"Darebin City Council",-37.73453,145.00235,"Northern Metropolitan","14577"
3,"h",980000,12,1,1,683,93,1958,"Darebin City Council",-37.72366,145.02294,"Northern Metropolitan","21650"
3,"h",840000,12,1,1,643,144.618167828265,1970.3263918771,"Darebin City Council",-37.72921,145.03573,"Northern Metropolitan","21650"
3,"u",590000,12,1,2,763,118.85173943254,1984.67741172769,"Darebin City Council",-37.7022,145.02336,"Northern Metropolitan","21650"
3,"h",990000,12,2,2,289,119,2015,"Darebin City Council",-37.72395,144.99749,"Northern Metropolitan","21650"
3,"h",795000,12,1,2,552,141.439600438805,1940,"Darebin City Council",-37.71916,144.9987,"Northern Metropolitan","21650"
3,"h",834000,12,1.50611630570488,1.75394566129784,509.540657703725,144.211718852765,1970.71351741099,"Darebin City Council",-37.70945,144.99678,"Northern Metropolitan","21650"
4,"h",850000,12,1.51384152069693,1.75181277603913,510.770459075853,145.28650692663,1969.68952178972,"Darebin City Council",-37.7066,144.99658,"Northern Metropolitan","21650"
2,"h",1070000,12,2,3,838,158.160851577561,1959.36224169584,"Darebin City Council",-37.72483,145.0195,"Northern Metropolitan","21650"
3,"h",610000,12,1,2,609,86,1950,"Darebin City Council",-37.72756,145.03447,"Northern Metropolitan","21650"
3,"h",1405000,2.4,1,1.79169366164608,203,172.68350985104,1950.7654899701,"Yarra City Council",-37.82933,144.9999,"Northern Metropolitan","14949"
3,"h",1850000,2.4,2,2,344,202.288286170258,1945.06995661808,"Yarra City Council",-37.81411,145.00321,"Northern Metropolitan","14949"
3,"h",1180000,2.4,2,2,697,163.420652707373,1956.87490741304,"Yarra City Council",-37.82388,145.00893,"Northern Metropolitan","14949"
3,"h",625000,47.4,2,3,1184,123.904370456726,1983.43763627395,"Macedon Ranges Shire Council",-37.46353,144.68045,"Northern Victoria","1475"
3,"h",902000,21.3,2,1,876,111,1965,"Maroondah City Council",-37.82453,145.26356,"Eastern Metropolitan","4407"
4,"h",980000,19.9,2,2,671,195,1985,"Manningham City Council",-37.79739,145.22125,"Eastern Metropolitan","3619"
3,"h",1040000,8.9,2,2,802,156.581662222163,1960.2497878796,"Banyule City Council",-37.73292,145.06549,"Eastern Metropolitan","3540"
3,"h",1000000,8.9,1,2,536,154.399186462429,1961.72265535057,"Banyule City Council",-37.73589,145.06164,"Eastern Metropolitan","3540"
3,"h",1000000,8.9,1,2,668,154.399186462429,1961.72265535057,"Banyule City Council",-37.74679,145.07033,"Eastern Metropolitan","3540"
3,"h",1001000,8.9,1.52849803322779,1.71458642762486,516.642767689465,154.454733514218,1961.68127040286,"Banyule City Council",-37.7476,145.07264,"Eastern Metropolitan","3540"
4,"h",1400000,8.9,2,1,630,215,1950,"Banyule City Council",-37.73901,145.07582,"Eastern Metropolitan","3540"
5,"h",933000,23.5,2,3,665,150.538564007521,1964.92320203601,"Knox City Council",-37.93416,145.21988,"South-Eastern Metropolitan","11667"
3,"h",711000,23.5,1,1.72761672485714,700,134.137069389105,1978.88574778188,"Knox City Council",-37.90903,145.24777,"South-Eastern Metropolitan","11667"
4,"h",600000,20.6,2,2,576,120.34892798233,1984.36692446162,"Hume City Council",-37.61475,144.92147,"Northern Metropolitan","5833"
3,"h",1755000,15.2,2,2,520,194.520231528846,1945.31656527753,"Bayside City Council",-37.95003,145.01033,"Southern Metropolitan","4497"
4,"h",952000,22.2,2,4,781,151.665524042548,1963.94423325358,"Knox City Council",-37.89236,145.22896,"Eastern Metropolitan","2206"
2,"h",1067000,5.1,1,1,223,92,1910,"Maribyrnong City Council",-37.80543,144.89691,"Western Metropolitan","2417"
3,"h",1365000,1.9,2,1,513,170.914395551495,1951.71559937525,"Port Phillip City Council",-37.83296,144.96559,"Southern Metropolitan","5943"
2,"h",1450000,1.9,1,0,130,83,1880,"Port Phillip City Council",-37.83913,144.9482,"Southern Metropolitan","5943"
4,"h",1880000,1.9,2,2,127,204.812159643832,1945.11145800836,"Port Phillip City Council",-37.83675,144.96435,"Southern Metropolitan","5943"
4,"h",710000,20.5,2,2,541,134.035128474528,1978.94849884678,"Whittlesea City Council",-37.62432,145.09449,"Northern Metropolitan","7969"
4,"h",730000,20.5,2,2,652,184,1995,"Whittlesea City Council",-37.65766,145.09505,"Northern Metropolitan","7969"
5,"h",920000,20.5,3,3,557,340,2005,"Whittlesea City Council",-37.62387,145.06598,"Northern Metropolitan","7969"
4,"h",2910000,2.7,2,2,237,212,1900,"Melbourne City Council",-37.84163,144.99792,"Southern Metropolitan","14887"
3,"h",1595000,2.7,2,1.83566133770103,168,112,1895,"Melbourne City Council",-37.84477,144.98781,"Southern Metropolitan","14887"
3,"h",808000,14,1,1,766,142.392371433891,1972.41949444584,"Brimbank City Council",-37.75526,144.80643,"Western Metropolitan","14042"
3,"h",580000,14,2,2,628,117.312434366947,1984.94972671544,"Brimbank City Council",-37.75158,144.82124,"Western Metropolitan","14042"
4,"h",933000,16.1,2,2,767,150.538564007521,1964.92320203601,"Banyule City Council",-37.69507,145.13007,"Eastern Metropolitan","915"
2,"h",1550000,8.2,2,2,609,180.310739837905,1947.71325371763,"Moonee Valley City Council",-37.73819,144.91532,"Western Metropolitan","3284"
3,"h",1500000,8.2,2,2,607,183,1950,"Moonee Valley City Council",-37.73765,144.91576,"Western Metropolitan","3284"
4,"h",1200000,8.2,2,2,532,164.275548149848,1956.40524231729,"Moonee Valley City Council",-37.71835,144.90293,"Western Metropolitan","3284"
3,"h",1550000,8.2,1,2,824,180.310739837905,1947.71325371763,"Moonee Valley City Council",-37.72954,144.91955,"Western Metropolitan","3284"
3,"h",475000,31.7,2,1,402,119,2010,"Hume City Council",-37.5924,144.70809,"Western Metropolitan","14092"
3,"h",469000,31.7,1,3,649,140,1980,"Hume City Council",-37.58254,144.71017,"Western Metropolitan","14092"
3,"h",391000,31.7,2,2,688,149,1970,"Hume City Council",-37.56889,144.72368,"Western Metropolitan","14092"
4,"h",456000,31.7,1,1,465,95.3901368273411,1985.08381760545,"Hume City Council",-37.57998,144.71054,"Western Metropolitan","14092"
4,"h",534000,31.7,2,2,272,109.725257079786,1985.70170651516,"Hume City Council",-37.59753,144.70865,"Western Metropolitan","14092"
4,"h",725000,31.7,2,2,630,213,2009,"Hume City Council",-37.59531,144.72317,"Western Metropolitan","14092"
4,"h",950000,10.5,2,2,707,151.548301301793,1964.04513518711,"Brimbank City Council",-37.77936,144.8422,"Western Metropolitan","3755"
3,"h",850000,10.5,1,1.75181277603913,510,145.28650692663,1950,"Brimbank City Council",-37.7798,144.83771,"Western Metropolitan","3755"
3,"h",1050000,10.5,1,0,615,157.114193539447,1959.93584247921,"Brimbank City Council",-37.7814,144.83568,"Western Metropolitan","3755"
3,"h",750000,10.5,1,1.74166081896179,508,137.820277821235,1976.31872157192,"Brimbank City Council",-37.78813,144.84265,"Western Metropolitan","3755"
3,"h",856000,10.5,1,1,441,125,1956,"Brimbank City Council",-37.79017,144.83713,"Western Metropolitan","3755"
3,"t",670000,10.5,2,1,339,129.635968056478,1981.29333498527,"Brimbank City Council",-37.78662,144.8261,"Western Metropolitan","3755"
3,"h",821000,10.5,1,2,624,143,1955,"Brimbank City Council",-37.77864,144.84572,"Western Metropolitan","4217"
4,"h",786000,10.5,1,1,562,140.759349633473,1973.88416370783,"Brimbank City Council",-37.77388,144.83246,"Western Metropolitan","4217"
3,"h",870500,10.5,1,2,575,140,1970,"Brimbank City Council",-37.77426,144.83497,"Western Metropolitan","4217"
3,"h",600000,10.5,1,1,571,120.34892798233,1984.36692446162,"Brimbank City Council",-37.79099,144.79157,"Western Metropolitan","6763"
3,"h",690000,10.5,1,2,557,131.914790397289,1970,"Brimbank City Council",-37.79644,144.81212,"Western Metropolitan","6763"
3,"h",770000,10.5,2,2,585,139.500531742361,1974.96020986464,"Brimbank City Council",-37.79649,144.80008,"Western Metropolitan","6763"
5,"h",2600000,10.2,2,2,681,264.270013445694,1944.53659211154,"Boroondara City Council",-37.82317,145.08858,"Southern Metropolitan","5457"
4,"h",742000,15.5,2,2,652,204,1980,"Brimbank City Council",-37.70504,144.80535,"Western Metropolitan","5336"
4,"h",1136000,15.5,3,2,700,291,2007,"Brimbank City Council",-37.68767,144.7703,"Western Metropolitan","5336"
5,"h",2008000,15.5,3,2,811,393,1990,"Manningham City Council",-37.76815,145.14107,"Eastern Metropolitan","6202"
4,"h",1050000,15.5,2,2,680,217,1980,"Manningham City Council",-37.75785,145.13593,"Eastern Metropolitan","6202"
